"","EntrezID","ReactomeID","Species"
"568","100139730","R-BTA-2168038","Bos taurus"
"569","100139730","R-BTA-2168038","Bos taurus"
"570","100139730","R-BTA-2168038","Bos taurus"
"571","100139730","R-BTA-2168038","Bos taurus"
"572","100139730","R-BTA-2168038","Bos taurus"
"573","100139730","R-BTA-2168038","Bos taurus"
"574","100139730","R-BTA-2168038","Bos taurus"
"575","100139730","R-BTA-2168038","Bos taurus"
"576","100139730","R-BTA-2168038","Bos taurus"
"577","100139730","R-BTA-2168038","Bos taurus"
"578","100139730","R-BTA-2168038","Bos taurus"
"579","100139730","R-BTA-2168038","Bos taurus"
"580","100139730","R-BTA-2168038","Bos taurus"
"581","100139730","R-BTA-2168038","Bos taurus"
"582","100139730","R-BTA-2168038","Bos taurus"
"583","100139730","R-BTA-2168038","Bos taurus"
"584","100139730","R-BTA-2168038","Bos taurus"
"585","100139730","R-BTA-2168038","Bos taurus"
"586","100139730","R-BTA-2213200","Bos taurus"
"587","100139730","R-BTA-2213200","Bos taurus"
"588","100139730","R-BTA-2213200","Bos taurus"
"589","100139730","R-BTA-2213200","Bos taurus"
"590","100139730","R-BTA-2213200","Bos taurus"
"591","100139730","R-BTA-2213200","Bos taurus"
"592","100139730","R-BTA-2213200","Bos taurus"
"593","100139730","R-BTA-2213200","Bos taurus"
"594","100139730","R-BTA-2213200","Bos taurus"
"595","100139730","R-BTA-2213200","Bos taurus"
"596","100139730","R-BTA-2213200","Bos taurus"
"597","100139730","R-BTA-2213200","Bos taurus"
"598","100139730","R-BTA-2213200","Bos taurus"
"599","100139730","R-BTA-2213200","Bos taurus"
"600","100139730","R-BTA-8944216","Bos taurus"
"601","100139730","R-BTA-8944216","Bos taurus"
"602","100139730","R-BTA-8944216","Bos taurus"
"603","100139730","R-BTA-8944216","Bos taurus"
"604","100139730","R-BTA-8944216","Bos taurus"
"605","100139730","R-BTA-8944216","Bos taurus"
"606","100139730","R-BTA-8944216","Bos taurus"
"607","100139730","R-BTA-8944216","Bos taurus"
"608","100139730","R-BTA-8944216","Bos taurus"
"609","100139730","R-BTA-8944216","Bos taurus"
"610","100139730","R-BTA-8944216","Bos taurus"
"611","100139730","R-BTA-8944216","Bos taurus"
"612","100139730","R-BTA-8948219","Bos taurus"
"613","100139730","R-BTA-8948219","Bos taurus"
"614","100139730","R-BTA-8948219","Bos taurus"
"615","100139730","R-BTA-8948222","Bos taurus"
"616","100139730","R-BTA-8948222","Bos taurus"
"617","100139730","R-BTA-8948222","Bos taurus"
"618","100139730","R-BTA-8948224","Bos taurus"
"619","100139730","R-BTA-8948224","Bos taurus"
"620","100139730","R-BTA-8948224","Bos taurus"
"621","100139730","R-BTA-8948226","Bos taurus"
"622","100139730","R-BTA-8948228","Bos taurus"
"623","100139730","R-BTA-8948228","Bos taurus"
"624","100139730","R-BTA-8948228","Bos taurus"
"625","100139730","R-BTA-8948230","Bos taurus"
"626","100139730","R-BTA-8948231","Bos taurus"
"627","100139730","R-BTA-8948231","Bos taurus"
"628","100139730","R-BTA-8948231","Bos taurus"
"629","100139730","R-BTA-8948232","Bos taurus"
"630","100139730","R-BTA-8948232","Bos taurus"
"631","100139730","R-BTA-8948232","Bos taurus"
"632","100139730","R-BTA-8948234","Bos taurus"
"633","100139799","R-BTA-380073","Bos taurus"
"634","100139879","R-BTA-111439","Bos taurus"
"635","100139879","R-BTA-141409","Bos taurus"
"636","100139879","R-BTA-141422","Bos taurus"
"637","100139879","R-BTA-141431","Bos taurus"
"638","100139879","R-BTA-141439","Bos taurus"
"639","100139879","R-BTA-158441","Bos taurus"
"640","100139879","R-BTA-158447","Bos taurus"
"641","100139879","R-BTA-158481","Bos taurus"
"642","100139879","R-BTA-158484","Bos taurus"
"643","100139879","R-BTA-159046","Bos taurus"
"644","100139879","R-BTA-159050","Bos taurus"
"645","100139879","R-BTA-1638803","Bos taurus"
"646","100139879","R-BTA-1638821","Bos taurus"
"647","100139879","R-BTA-170796","Bos taurus"
"648","100139879","R-BTA-191830","Bos taurus"
"649","100139879","R-BTA-2467809","Bos taurus"
"650","100139879","R-BTA-2467811","Bos taurus"
"651","100139879","R-BTA-2468287","Bos taurus"
"652","100139879","R-BTA-2484822","Bos taurus"
"653","100139879","R-BTA-2990880","Bos taurus"
"654","100139879","R-BTA-2990882","Bos taurus"
"655","100139879","R-BTA-3000399","Bos taurus"
"656","100139879","R-BTA-375302","Bos taurus"
"657","100139879","R-BTA-4551649","Bos taurus"
"658","100139879","R-BTA-4570493","Bos taurus"
"659","100139879","R-BTA-4615872","Bos taurus"
"660","100139879","R-BTA-4615987","Bos taurus"
"661","100139879","R-BTA-5228508","Bos taurus"
"662","100139879","R-BTA-5228523","Bos taurus"
"663","100139879","R-BTA-5252041","Bos taurus"
"664","100139879","R-BTA-5666160","Bos taurus"
"665","100139879","R-BTA-5666169","Bos taurus"
"666","100139879","R-BTA-75097","Bos taurus"
"667","100139879","R-BTA-77587","Bos taurus"
"668","100139879","R-BTA-77594","Bos taurus"
"669","100139881","R-BTA-1433374","Bos taurus"
"670","100139881","R-BTA-1592316","Bos taurus"
"671","100139892","R-BTA-176054","Bos taurus"
"672","100139892","R-BTA-2161701","Bos taurus"
"673","100139910","R-BTA-111925","Bos taurus"
"674","100139910","R-BTA-5610749","Bos taurus"
"675","100139910","R-BTA-8951727","Bos taurus"
"676","100139910","R-BTA-992708","Bos taurus"
"677","100139986","R-BTA-2684901","Bos taurus"
"678","100139988","R-BTA-194854","Bos taurus"
"679","100139988","R-BTA-194854","Bos taurus"
"680","100139988","R-BTA-194913","Bos taurus"
"681","100139988","R-BTA-194922","Bos taurus"
"682","100139988","R-BTA-195146","Bos taurus"
"683","100139988","R-BTA-5627071","Bos taurus"
"684","100139988","R-BTA-5627071","Bos taurus"
"685","100139988","R-BTA-5627072","Bos taurus"
"686","100140040","R-BTA-1912382","Bos taurus"
"687","100140040","R-BTA-6807875","Bos taurus"
"688","100140040","R-BTA-6807877","Bos taurus"
"689","100140040","R-BTA-6807877","Bos taurus"
"690","100140040","R-BTA-6809003","Bos taurus"
"691","100140040","R-BTA-6809011","Bos taurus"
"692","100140040","R-BTA-6811417","Bos taurus"
"693","100140040","R-BTA-6811418","Bos taurus"
"694","100140040","R-BTA-6811418","Bos taurus"
"695","100140040","R-BTA-6811423","Bos taurus"
"696","100140040","R-BTA-6811423","Bos taurus"
"697","100140040","R-BTA-6811426","Bos taurus"
"698","100140040","R-BTA-6811427","Bos taurus"
"699","100140149","R-BTA-1237325","Bos taurus"
"700","100140149","R-BTA-1237325","Bos taurus"
"701","100140149","R-BTA-1247668","Bos taurus"
"702","100140149","R-BTA-1247668","Bos taurus"
"703","100140149","R-BTA-2168884","Bos taurus"
"704","100140149","R-BTA-2230938","Bos taurus"
"705","100140149","R-BTA-2230938","Bos taurus"
"706","100140149","R-BTA-6806831","Bos taurus"
"707","100140210","R-BTA-5696872","Bos taurus"
"708","100140301","R-BTA-190682","Bos taurus"
"709","100140419","R-BTA-5689630","Bos taurus"
"710","100140419","R-BTA-5690790","Bos taurus"
"711","100140434","R-BTA-975040","Bos taurus"
"712","100140488","R-BTA-443986","Bos taurus"
"713","100140553","R-BTA-190682","Bos taurus"
"714","100140999","R-BTA-975040","Bos taurus"
"715","100141009","R-BTA-8952039","Bos taurus"
"716","100141009","R-BTA-8952044","Bos taurus"
"717","100141009","R-BTA-8955241","Bos taurus"
"718","100141009","R-BTA-8956040","Bos taurus"
"719","100141009","R-BTA-983140","Bos taurus"
"720","100141009","R-BTA-983147","Bos taurus"
"721","100141009","R-BTA-983156","Bos taurus"
"722","100141009","R-BTA-983157","Bos taurus"
"723","100141289","R-BTA-6781779","Bos taurus"
"724","100141289","R-BTA-6781899","Bos taurus"
"725","100141289","R-BTA-6781922","Bos taurus"
"726","100141289","R-BTA-6807206","Bos taurus"
"727","100216334","R-NUL-391434","Bos taurus"
"728","100216334","R-NUL-391437","Bos taurus"
"729","100216334","R-NUL-391444","Bos taurus"
"730","100271720","R-BTA-158164","Bos taurus"
"731","100271720","R-BTA-158164","Bos taurus"
"732","100271720","R-BTA-158164","Bos taurus"
"733","100271720","R-BTA-158278","Bos taurus"
"734","100271720","R-BTA-158278","Bos taurus"
"735","100271720","R-BTA-158278","Bos taurus"
"736","100271720","R-BTA-204008","Bos taurus"
"737","100271720","R-BTA-481007","Bos taurus"
"738","100271720","R-BTA-481007","Bos taurus"
"739","100271720","R-BTA-5607043","Bos taurus"
"740","100271720","R-BTA-5607043","Bos taurus"
"741","100271720","R-BTA-5607043","Bos taurus"
"742","100271720","R-BTA-5607043","Bos taurus"
"743","100271720","R-BTA-5607043","Bos taurus"
"744","100271720","R-BTA-5607043","Bos taurus"
"745","100271720","R-BTA-5694409","Bos taurus"
"746","100271720","R-BTA-5694418","Bos taurus"
"747","100271720","R-BTA-5694431","Bos taurus"
"748","100271720","R-BTA-5694439","Bos taurus"
"749","100271720","R-BTA-5694441","Bos taurus"
"750","100271720","R-BTA-5694446","Bos taurus"
"751","100271720","R-BTA-5694446","Bos taurus"
"752","100271720","R-BTA-5694522","Bos taurus"
"753","100271720","R-BTA-5694527","Bos taurus"
"754","100271926","R-BTA-6786034","Bos taurus"
"755","100294937","R-BTA-6809663","Bos taurus"
"756","100294937","R-BTA-6809663","Bos taurus"
"757","100294979","R-BTA-8854293","Bos taurus"
"758","100295015","R-BTA-6809663","Bos taurus"
"759","100295015","R-BTA-6809663","Bos taurus"
"760","100295209","R-BTA-9609743","Bos taurus"
"761","100295210","R-BTA-373339","Bos taurus"
"762","100295210","R-BTA-379048","Bos taurus"
"763","100295210","R-BTA-749448","Bos taurus"
"764","100295210","R-BTA-749452","Bos taurus"
"765","100295331","R-BTA-177922","Bos taurus"
"766","100295331","R-BTA-177923","Bos taurus"
"767","100295331","R-BTA-177924","Bos taurus"
"768","100295331","R-BTA-177925","Bos taurus"
"769","100295331","R-BTA-177926","Bos taurus"
"770","100295331","R-BTA-177927","Bos taurus"
"771","100295331","R-BTA-177930","Bos taurus"
"772","100295331","R-BTA-177933","Bos taurus"
"773","100295331","R-BTA-177934","Bos taurus"
"774","100295331","R-BTA-177935","Bos taurus"
"775","100295331","R-BTA-177936","Bos taurus"
"776","100295331","R-BTA-177937","Bos taurus"
"777","100295331","R-BTA-177938","Bos taurus"
"778","100295331","R-BTA-177939","Bos taurus"
"779","100295331","R-BTA-177941","Bos taurus"
"780","100295331","R-BTA-177942","Bos taurus"
"781","100295331","R-BTA-177943","Bos taurus"
"782","100295331","R-BTA-177944","Bos taurus"
"783","100295331","R-BTA-177945","Bos taurus"
"784","100295331","R-BTA-182969","Bos taurus"
"785","100295331","R-BTA-182986","Bos taurus"
"786","100295331","R-BTA-182990","Bos taurus"
"787","100295331","R-BTA-182993","Bos taurus"
"788","100295331","R-BTA-182994","Bos taurus"
"789","100295331","R-BTA-183002","Bos taurus"
"790","100295331","R-BTA-183036","Bos taurus"
"791","100295331","R-BTA-183051","Bos taurus"
"792","100295331","R-BTA-183055","Bos taurus"
"793","100295331","R-BTA-183058","Bos taurus"
"794","100295331","R-BTA-183067","Bos taurus"
"795","100295331","R-BTA-183072","Bos taurus"
"796","100295331","R-BTA-183084","Bos taurus"
"797","100295331","R-BTA-183089","Bos taurus"
"798","100295331","R-BTA-212706","Bos taurus"
"799","100295331","R-BTA-212710","Bos taurus"
"800","100295331","R-BTA-212713","Bos taurus"
"801","100295331","R-BTA-2316434","Bos taurus"
"802","100295331","R-BTA-5672965","Bos taurus"
"803","100295331","R-BTA-8866279","Bos taurus"
"804","100295331","R-BTA-8867041","Bos taurus"
"805","100295331","R-BTA-8867044","Bos taurus"
"806","100295331","R-BTA-8867047","Bos taurus"
"807","100295331","R-BTA-8867754","Bos taurus"
"808","100295331","R-BTA-8867756","Bos taurus"
"809","100295331","R-BTA-8868071","Bos taurus"
"810","100295331","R-BTA-8868072","Bos taurus"
"811","100295331","R-BTA-8868230","Bos taurus"
"812","100295331","R-BTA-8868236","Bos taurus"
"813","100295331","R-BTA-8868648","Bos taurus"
"814","100295331","R-BTA-8868651","Bos taurus"
"815","100295331","R-BTA-8868659","Bos taurus"
"816","100295331","R-BTA-8868660","Bos taurus"
"817","100295331","R-BTA-8868661","Bos taurus"
"818","100295331","R-BTA-8868661","Bos taurus"
"819","100295331","R-BTA-8869438","Bos taurus"
"820","100295331","R-BTA-8871193","Bos taurus"
"821","100295331","R-BTA-8871194","Bos taurus"
"822","100295331","R-BTA-8951490","Bos taurus"
"823","100295331","R-BTA-9625482","Bos taurus"
"824","100295331","R-BTA-9625487","Bos taurus"
"825","100295476","R-BTA-1236398","Bos taurus"
"826","100295476","R-BTA-1250195","Bos taurus"
"827","100295476","R-BTA-1250220","Bos taurus"
"828","100295476","R-BTA-1250315","Bos taurus"
"829","100295476","R-BTA-1250346","Bos taurus"
"830","100295476","R-BTA-1250348","Bos taurus"
"831","100295476","R-BTA-1250353","Bos taurus"
"832","100295476","R-BTA-1250357","Bos taurus"
"833","100295476","R-BTA-1250370","Bos taurus"
"834","100295476","R-BTA-1250380","Bos taurus"
"835","100295476","R-BTA-1250383","Bos taurus"
"836","100295476","R-BTA-1306969","Bos taurus"
"837","100295476","R-BTA-1306972","Bos taurus"
"838","100295476","R-BTA-1306979","Bos taurus"
"839","100295476","R-BTA-177922","Bos taurus"
"840","100295476","R-BTA-177923","Bos taurus"
"841","100295476","R-BTA-177924","Bos taurus"
"842","100295476","R-BTA-177925","Bos taurus"
"843","100295476","R-BTA-177926","Bos taurus"
"844","100295476","R-BTA-177927","Bos taurus"
"845","100295476","R-BTA-177930","Bos taurus"
"846","100295476","R-BTA-177933","Bos taurus"
"847","100295476","R-BTA-177934","Bos taurus"
"848","100295476","R-BTA-177935","Bos taurus"
"849","100295476","R-BTA-177936","Bos taurus"
"850","100295476","R-BTA-177937","Bos taurus"
"851","100295476","R-BTA-177938","Bos taurus"
"852","100295476","R-BTA-177939","Bos taurus"
"853","100295476","R-BTA-177941","Bos taurus"
"854","100295476","R-BTA-177942","Bos taurus"
"855","100295476","R-BTA-177943","Bos taurus"
"856","100295476","R-BTA-177944","Bos taurus"
"857","100295476","R-BTA-177945","Bos taurus"
"858","100295476","R-BTA-182969","Bos taurus"
"859","100295476","R-BTA-182986","Bos taurus"
"860","100295476","R-BTA-182990","Bos taurus"
"861","100295476","R-BTA-182993","Bos taurus"
"862","100295476","R-BTA-182994","Bos taurus"
"863","100295476","R-BTA-183002","Bos taurus"
"864","100295476","R-BTA-183036","Bos taurus"
"865","100295476","R-BTA-183051","Bos taurus"
"866","100295476","R-BTA-183055","Bos taurus"
"867","100295476","R-BTA-183058","Bos taurus"
"868","100295476","R-BTA-183067","Bos taurus"
"869","100295476","R-BTA-183072","Bos taurus"
"870","100295476","R-BTA-183084","Bos taurus"
"871","100295476","R-BTA-183089","Bos taurus"
"872","100295476","R-BTA-1963563","Bos taurus"
"873","100295476","R-BTA-1963581","Bos taurus"
"874","100295476","R-BTA-1963582","Bos taurus"
"875","100295476","R-BTA-1963586","Bos taurus"
"876","100295476","R-BTA-1963589","Bos taurus"
"877","100295476","R-BTA-1977958","Bos taurus"
"878","100295476","R-BTA-212706","Bos taurus"
"879","100295476","R-BTA-212710","Bos taurus"
"880","100295476","R-BTA-212713","Bos taurus"
"881","100295476","R-BTA-2316434","Bos taurus"
"882","100295476","R-BTA-5672965","Bos taurus"
"883","100295476","R-BTA-6785636","Bos taurus"
"884","100295476","R-BTA-6785648","Bos taurus"
"885","100295476","R-BTA-8847995","Bos taurus"
"886","100295476","R-BTA-8848005","Bos taurus"
"887","100295476","R-BTA-8863804","Bos taurus"
"888","100295476","R-BTA-8866279","Bos taurus"
"889","100295476","R-BTA-8867041","Bos taurus"
"890","100295476","R-BTA-8867044","Bos taurus"
"891","100295476","R-BTA-8867047","Bos taurus"
"892","100295476","R-BTA-8867754","Bos taurus"
"893","100295476","R-BTA-8867756","Bos taurus"
"894","100295476","R-BTA-8868071","Bos taurus"
"895","100295476","R-BTA-8868072","Bos taurus"
"896","100295476","R-BTA-8868230","Bos taurus"
"897","100295476","R-BTA-8868236","Bos taurus"
"898","100295476","R-BTA-8868648","Bos taurus"
"899","100295476","R-BTA-8868651","Bos taurus"
"900","100295476","R-BTA-8868659","Bos taurus"
"901","100295476","R-BTA-8868660","Bos taurus"
"902","100295476","R-BTA-8868661","Bos taurus"
"903","100295476","R-BTA-8868661","Bos taurus"
"904","100295476","R-BTA-8869438","Bos taurus"
"905","100295476","R-BTA-8871193","Bos taurus"
"906","100295476","R-BTA-8871194","Bos taurus"
"907","100295476","R-BTA-8951490","Bos taurus"
"908","100295476","R-BTA-9625482","Bos taurus"
"909","100295476","R-BTA-9625487","Bos taurus"
"910","100295687","R-BTA-176054","Bos taurus"
"911","100295687","R-BTA-176054","Bos taurus"
"912","100295687","R-BTA-9026777","Bos taurus"
"913","100295712","R-BTA-1638803","Bos taurus"
"914","100295712","R-BTA-1638821","Bos taurus"
"915","100295712","R-BTA-190520","Bos taurus"
"916","100295712","R-BTA-2467809","Bos taurus"
"917","100295712","R-BTA-2467811","Bos taurus"
"918","100295712","R-BTA-2468287","Bos taurus"
"919","100295712","R-BTA-2484822","Bos taurus"
"920","100295712","R-BTA-375302","Bos taurus"
"921","100295712","R-BTA-380316","Bos taurus"
"922","100295712","R-BTA-5618080","Bos taurus"
"923","100295712","R-BTA-5618328","Bos taurus"
"924","100295712","R-BTA-5618328","Bos taurus"
"925","100295712","R-BTA-5618331","Bos taurus"
"926","100295712","R-BTA-5618331","Bos taurus"
"927","100295712","R-BTA-5666169","Bos taurus"
"928","100295712","R-BTA-5672329","Bos taurus"
"929","100295712","R-BTA-6809003","Bos taurus"
"930","100295712","R-BTA-6811423","Bos taurus"
"931","100295712","R-BTA-6811426","Bos taurus"
"932","100295712","R-BTA-8852280","Bos taurus"
"933","100295712","R-BTA-8865774","Bos taurus"
"934","100295712","R-BTA-8865774","Bos taurus"
"935","100295712","R-BTA-8867370","Bos taurus"
"936","100295712","R-BTA-8867370","Bos taurus"
"937","100295712","R-BTA-983259","Bos taurus"
"938","100295712","R-BTA-983266","Bos taurus"
"939","100295712","R-NUL-9619539","Bos taurus"
"940","100295928","R-BTA-418582","Bos taurus"
"941","100295928","R-BTA-8982012","Bos taurus"
"942","100295928","R-BTA-8982017","Bos taurus"
"943","100295928","R-BTA-8982019","Bos taurus"
"944","100295928","R-BTA-8982020","Bos taurus"
"945","100295928","R-BTA-8982025","Bos taurus"
"946","100295928","R-BTA-8982026","Bos taurus"
"947","100295973","R-BTA-1638803","Bos taurus"
"948","100295973","R-BTA-1638821","Bos taurus"
"949","100295973","R-BTA-190520","Bos taurus"
"950","100295973","R-BTA-2467809","Bos taurus"
"951","100295973","R-BTA-2467811","Bos taurus"
"952","100295973","R-BTA-2468287","Bos taurus"
"953","100295973","R-BTA-2484822","Bos taurus"
"954","100295973","R-BTA-375302","Bos taurus"
"955","100295973","R-BTA-380316","Bos taurus"
"956","100295973","R-BTA-5610733","Bos taurus"
"957","100295973","R-BTA-5610767","Bos taurus"
"958","100295973","R-BTA-5618080","Bos taurus"
"959","100295973","R-BTA-5618328","Bos taurus"
"960","100295973","R-BTA-5618331","Bos taurus"
"961","100295973","R-BTA-5625416","Bos taurus"
"962","100295973","R-BTA-5625426","Bos taurus"
"963","100295973","R-BTA-5666169","Bos taurus"
"964","100295973","R-BTA-5672329","Bos taurus"
"965","100295973","R-BTA-6809003","Bos taurus"
"966","100295973","R-BTA-6811423","Bos taurus"
"967","100295973","R-BTA-6811426","Bos taurus"
"968","100295973","R-BTA-8852280","Bos taurus"
"969","100295973","R-BTA-8865774","Bos taurus"
"970","100295973","R-BTA-8865774","Bos taurus"
"971","100295973","R-BTA-8867370","Bos taurus"
"972","100295973","R-BTA-8867370","Bos taurus"
"973","100295973","R-BTA-983259","Bos taurus"
"974","100295973","R-BTA-983266","Bos taurus"
"975","100295973","R-NUL-9619539","Bos taurus"
"976","100296331","R-BTA-376419","Bos taurus"
"977","100296331","R-BTA-382096","Bos taurus"
"978","100297155","R-BTA-4647594","Bos taurus"
"979","100297344","R-BTA-111915","Bos taurus"
"980","100297344","R-BTA-111930","Bos taurus"
"981","100297344","R-BTA-111956","Bos taurus"
"982","100297344","R-BTA-111966","Bos taurus"
"983","100297344","R-BTA-1855153","Bos taurus"
"984","100297344","R-BTA-2025890","Bos taurus"
"985","100297344","R-BTA-2730849","Bos taurus"
"986","100297344","R-BTA-2730867","Bos taurus"
"987","100297344","R-BTA-2730867","Bos taurus"
"988","100297344","R-BTA-2730872","Bos taurus"
"989","100297344","R-BTA-2855020","Bos taurus"
"990","100297344","R-BTA-375176","Bos taurus"
"991","100297344","R-BTA-425661","Bos taurus"
"992","100297344","R-BTA-427910","Bos taurus"
"993","100297344","R-BTA-4332358","Bos taurus"
"994","100297344","R-BTA-4332359","Bos taurus"
"995","100297344","R-BTA-4332363","Bos taurus"
"996","100297344","R-BTA-438037","Bos taurus"
"997","100297344","R-BTA-442749","Bos taurus"
"998","100297344","R-BTA-451283","Bos taurus"
"999","100297344","R-BTA-451311","Bos taurus"
"1000","100297344","R-BTA-4551465","Bos taurus"
